timestamp,sensor_1,sensor_2,sensor_3
2025-01-01 00:00:00,-0.13596300009911366,0.058095149117554756,-0.005816311687719738
2025-01-01 00:01:00,0.08759871483070851,0.1543219779454702,-0.04281750022665781
2025-01-01 00:02:00,0.16113926213896235,-0.1270506840877343,0.04710137520601528
2025-01-01 00:03:00,0.0427506468277634,0.32062004286605444,0.2875778993288476
2025-01-01 00:04:00,-0.2793997850417094,0.08004812316112697,-0.12155515538510987
2025-01-01 00:05:00,0.07277676828513568,0.05308034725402181,0.08218179086777877
2025-01-01 00:06:00,0.20226726395060657,-0.018374199226622465,-0.1562047501802677
2025-01-01 00:07:00,-0.12505135784663282,-0.0029474320685872607,0.10268988544027827
2025-01-01 00:08:00,-0.012311612335206168,0.3425777700385113,0.13430622874110237
2025-01-01 00:09:00,0.16039983921830273,0.22633892811171408,0.5176201815063244
2025-01-01 00:10:00,0.27450980566986477,0.2864662582401436,0.008845390881603438
2025-01-01 00:11:00,-0.24218308089225352,0.08327857127076618,0.2364135527272311
2025-01-01 00:12:00,0.1990103277203289,0.21185336391681228,0.22016053750679798
2025-01-01 00:13:00,0.15744052124296237,0.2895584627805248,0.431193209422841
2025-01-01 00:14:00,0.1280905013846418,0.35446478849022384,0.05887533227701672
2025-01-01 00:15:00,5.536873682637965,-0.0963163649491772,0.2033572401123954
2025-01-01 00:16:00,0.20724982332758693,0.1267146992444177,0.05565338025015765
2025-01-01 00:17:00,0.2116934921792836,0.18093780442395074,0.675273814986181
2025-01-01 00:18:00,0.3516341562761678,0.527424458618794,0.35396959922107935
2025-01-01 00:19:00,0.29204371701516074,0.14319644245462948,0.3063210069524295
2025-01-01 00:20:00,0.2884790958524441,0.3673070504742381,0.2020571506432552
2025-01-01 00:21:00,0.8170403837858872,-0.22429923093108134,0.21643134341049963
2025-01-01 00:22:00,0.11034244897577067,0.29014700762154044,0.5994515770339125
2025-01-01 00:23:00,0.4352942104724078,0.4176036231612552,0.17722774294237473
2025-01-01 00:24:00,0.051563230786123015,0.3449366276030824,0.5348676251797424
2025-01-01 00:25:00,0.07092805145261,0.4375622145253275,0.05523753760369704
2025-01-01 00:26:00,0.27282623877700507,0.5724424879821727,-0.17839722375990158
2025-01-01 00:27:00,3.7515513676542063,0.46190581326146946,0.5559765789465767
2025-01-01 00:28:00,0.5537132848404025,0.09871884668366421,0.2436486707754877
2025-01-01 00:29:00,4.495079603834039,0.0712494577941058,0.480410308783734
2025-01-01 00:30:00,0.46100142730981486,0.6776320450572255,0.36268870041085266
2025-01-01 00:31:00,0.18633595680005086,0.43420561124604967,0.4758647612165278
2025-01-01 00:32:00,0.4323337217343511,0.4543413086836174,0.38144893365103766
2025-01-01 00:33:00,0.3933543852324047,0.6483928626924309,0.7983586510771328
2025-01-01 00:34:00,0.3462337194487902,0.37369051247817614,0.2920095905797663
2025-01-01 00:35:00,0.3518429214902562,0.4197299728727362,0.5048864977946355
2025-01-01 00:36:00,0.5737866271381278,0.4612118410747197,0.33440254761632027
2025-01-01 00:37:00,0.3807819078396851,0.7649642370936326,0.540362237781881
2025-01-01 00:38:00,0.5552527769605904,0.14484521943822598,0.2852024804679474
2025-01-01 00:39:00,0.42650690721574347,0.42761776995256806,0.5320576169811633
2025-01-01 00:40:00,0.6293875025273982,0.2877517030959492,0.3731021368418964
